# name,lat,lon,kind,setting,parking_m,parking_type,neighbours_60m
Guzman y Gomez,-38.0272,145.131,fast_food,STANDALONE_PARKING,61,surface,0
Góc Phố,-37.9614,145.1427,cafe,STANDALONE_PARKING,79,surface,3
H&T Poultry,-37.9656,145.1742,butcher,MALL,38,surface,9
HS Cakes,-37.9514,145.1509,bakery,STRIP,78,street_side,11
Hammond Cafe,-38.026,145.2038,fast_food,STANDALONE,556,surface,0
Hampton Fish & Chips,-37.9463,145.0225,fast_food,STANDALONE_PARKING,41,surface,4
Handy Snacks,-38.0255,145.2031,fast_food,STANDALONE,585,surface,0
Hangar 4 Cafe,-37.9709,145.0911,cafe,MALL,87,surface,4
Hawker,-37.9489,145.0424,bar,STRIP,23,street_side,9
Haysung Korean BBQ,-37.9515,145.1512,restaurant,MALL,54,street_side,15
Heeretea,-37.9667,145.0553,cafe,STRIP,56,street_side,17
Hellenic House Project,-37.9488,145.0429,restaurant,STRIP,11,street_side,10
Hendriks,-37.9996,145.0958,cafe,STANDALONE,184,surface,1
Hendriks Cafe,-37.9996,145.096,restaurant,STANDALONE,167,surface,1
Highett Charcoal Chicken,-37.9487,145.0426,fast_food,STRIP,18,street_side,8
Highett Gelato & Desserts,-37.9487,145.0408,ice_cream,STANDALONE_PARKING,38,street_side,2
Hoa Hiep Hot Bread,-37.9661,145.1742,bakery,STRIP,49,surface,14
Hoi An Village,-37.9621,145.1431,restaurant,STRIP,27,surface,8
Honey Badger Cafe,-37.9791,145.0533,cafe,STANDALONE_PARKING,27,surface,5
Hot Bread Bakery,-37.9682,145.1758,bakery,STANDALONE_PARKING,22,street_side,4
Hot Bread Cakes,-37.9657,145.0554,fast_food,STRIP,36,street_side,8
Hout Heng,-37.9493,145.1517,convenience,STRIP,24,surface,19
Hoà Trân,-37.9504,145.1521,restaurant,STRIP,33,surface,16
Hoàng Yến,-37.9499,145.1512,restaurant,STRIP,10,surface,21
Huff Bagelry,-37.9826,145.0653,cafe,STRIP,75,surface,8
Hungry Jack's,-37.9853,145.2211,fast_food,STANDALONE_PARKING,23,surface,0
Hungry Jack's,-37.9833,145.076,fast_food,STANDALONE_PARKING,17,surface,1
Hungry Jack's,-37.9941,145.1751,fast_food,MALL,92,surface,0
Hungry Jack's,-37.9503,145.0782,fast_food,STANDALONE_PARKING,16,surface,0
Hunky Dory,-37.949,145.0418,fast_food,STANDALONE_PARKING,68,street_side,4
Huong Giang,-37.952,145.1516,restaurant,STRIP,12,street_side,20
Huy Anh Bakery,-37.9493,145.1506,bakery,MALL,35,rooftop,17
Hợp Thành,-37.9494,145.1519,butcher,STRIP,11,surface,12
IGA,-37.9547,145.0256,supermarket,STANDALONE,416,surface,1
IGA,-37.9922,145.1455,supermarket,MALL,17,surface,1
IGA Cheltenham,-37.9532,145.0633,supermarket,STANDALONE_PARKING,19,street_side,5
IGA Friendly Grocer,-38.0366,145.1071,supermarket,STANDALONE_PARKING,46,surface,4
IGA Liquor,-38.022,145.1178,alcohol,MALL,18,surface,8
Ice Cream and Juice,-38.0524,145.1152,cafe,STANDALONE_PARKING,52,surface,1
Ichiban Noodles,-37.9833,145.1324,restaurant,STRIP,61,surface,6
Inca Gourmet Fine Peruvian Cafe & Restaurant,-38.053,145.116,restaurant,STANDALONE_PARKING,68,surface,5
Indian City,-37.9491,145.1521,restaurant,STRIP,19,surface,9
Indian Town,-37.9541,145.1517,convenience,STRIP,26,surface,6
Itami Japanese Cuisine,-37.958,145.0529,restaurant,MALL,84,surface,13
J.K. Grocery,-37.9494,145.1509,convenience,STRIP,49,surface,20
J.T. Butcher & Seafood,-37.9523,145.1511,butcher,STRIP,29,surface,10
Jade Dynasty,-37.9825,145.2019,restaurant,STANDALONE,90,surface,1
Jahan's Best Food,-37.9863,145.2128,restaurant,STRIP,26,surface,10
Jarah's Falafel & Kebabs,-37.9744,145.2035,fast_food,STANDALONE_PARKING,79,surface,0
Jasbe,-37.9432,145.1166,convenience,STANDALONE_PARKING,9,surface,2
Jasper's By The Bay,-37.9797,145.0532,restaurant,STANDALONE,90,surface,4
Jazz's Tandoori  Hot Chillies & North Indian Curries,-37.9947,145.1738,fast_food,STANDALONE_PARKING,22,surface,5
Jeany In A Cup,-37.9619,145.1426,cafe,STRIP,62,surface,8
Jebena Cafe,-37.9844,145.212,cafe,STANDALONE,80,surface,2
Jessie's Pizza,-37.9543,145.1521,fast_food,STANDALONE_PARKING,66,surface,4
Jimmyz Kebabs,-37.9899,145.2142,fast_food,STANDALONE_PARKING,43,surface,1
Jnr's pizza,-37.9532,145.0628,fast_food,STANDALONE_PARKING,6,street_side,3
John's Hamburgers  Chickens  Fish & Chips,-37.9361,145.0609,fast_food,STRIP,38,street_side,7
Johnny Boy's Pizza,-37.9948,145.174,fast_food,STANDALONE_PARKING,16,surface,5
Johnny Dante,-37.9668,145.0553,cafe,STRIP,59,surface,17
Juice Engine,-37.9883,145.2138,cafe,STANDALONE,80,surface,2
Just Delicious Gelato,-38.0544,145.1166,ice_cream,STRIP,70,surface,8
Just Paradise,-37.9833,145.1922,fast_food,STANDALONE,590,surface,0
KFC,-37.9579,145.0535,fast_food,MALL,31,surface,16
KFC,-37.9871,145.2184,fast_food,MALL,84,multi-storey,3
KFC,-38.0121,145.1986,fast_food,STANDALONE,120,surface,1
KFC,-37.9929,145.1731,fast_food,MALL,98,surface,6
KFC,-37.9479,145.1394,fast_food,STANDALONE_PARKING,28,surface,0
KFC,-37.9906,145.198,fast_food,STANDALONE_PARKING,19,surface,0
KFC,-37.983,145.0757,fast_food,STANDALONE_PARKING,24,surface,1
KFC,-38.0291,145.1311,fast_food,STANDALONE_PARKING,10,surface,4
KFC,-37.9845,145.2132,fast_food,STANDALONE_PARKING,12,surface,2
KFC,-37.9464,145.0447,fast_food,STANDALONE_PARKING,18,surface,1
KFC,-37.9916,145.147,fast_food,MALL,15,surface,0
KFL Supermarkets,-37.9506,145.1505,supermarket,MALL,15,surface,13
KM Cafe & Bar,-37.968,145.1767,cafe,STANDALONE_PARKING,17,surface,3
KV Charcoal Chicken,-37.9718,145.1488,restaurant,MALL,40,surface,9
Kabul Roundabout Pizza & Takeaway,-37.9863,145.2127,fast_food,STRIP,31,surface,11
Kampong Cham Grocery,-37.9485,145.1507,greengrocer,STRIP,18,surface,14
Kao Gaeng Hot Pot & Shabu,-37.9481,145.1508,restaurant,STRIP,39,surface,6
Kara Deniz Cafe,-37.967,145.1745,cafe,STANDALONE_PARKING,32,surface,5
Karachi Biryani,-37.974,145.1867,fast_food,STANDALONE_PARKING,9,street_side,3
Kay & Anne's Bay Cafe,-37.955,145.0328,cafe,STANDALONE,123,surface,4
Kebab,-37.9916,145.1967,fast_food,STANDALONE,177,surface,0
Kebab House,-37.981,145.0636,restaurant,STRIP,95,surface,6
Kebab House,-38.0542,145.1165,fast_food,STRIP,84,surface,11
Kebab Palace,-37.993,145.1732,fast_food,MALL,83,surface,7
Kebabs,-37.9473,145.1528,fast_food,STANDALONE_PARKING,27,surface,2
Keysborough Hotel,-37.9922,145.1622,pub,STANDALONE,134,surface,1
Khá Phát,-37.9507,145.1516,convenience,MALL,22,surface,29
Kickin'Inn,-37.946,145.0446,restaurant,STANDALONE_PARKING,30,surface,1
King Supermarket,-37.9852,145.2126,supermarket,STRIP,40,surface,9
King Yuen Chinese,-37.9815,145.0633,restaurant,STANDALONE_PARKING,60,surface,3
King of the Roast,-37.9364,145.0985,fast_food,STANDALONE,123,surface,0
Kingsclere Bakery,-37.9804,145.1662,bakery,STANDALONE_PARKING,68,surface,3
Kingsclere Fish & Chips,-37.9805,145.1662,fast_food,STANDALONE_PARKING,63,surface,4
Kingston Food Hangar,-37.9709,145.0909,greengrocer,MALL,94,surface,3
Kiosk Cafe,-37.9491,145.153,cafe,STANDALONE_PARKING,50,street_side,2
Kitchen Table Cafe,-38.0262,145.1011,cafe,STANDALONE_PARKING,50,surface,0
Kiwi Pie & Fried Chicken,-37.9664,145.1747,restaurant,STRIP,29,surface,17
Koh's Market Place,-37.9718,145.1498,supermarket,MALL,44,surface,8
Kompot Sina Grocery,-37.9656,145.1743,convenience,MALL,45,surface,10
Koochino Cafe,-38.0222,145.1177,cafe,MALL,22,surface,6
Korner Cafe & Takeaway,-37.9892,145.1044,cafe,STANDALONE,341,surface,0
Kowloon Asian Grocery,-37.952,145.1511,convenience,STRIP,34,street_side,16
Krishna,-37.9567,145.0443,restaurant,STANDALONE_PARKING,33,surface,3
Kung Fu Tea,-37.9505,145.1518,cafe,STRIP,6,surface,22
LBL Burgers,-37.9405,145.1388,fast_food,STANDALONE_PARKING,29,surface,2
LH Supermarket,-37.9742,145.2017,supermarket,STANDALONE,122,surface,0
La Ionica Poultry,-37.9834,145.1325,butcher,STRIP,66,surface,6
La Maison Patisserie,-37.9668,145.0556,bakery,STRIP,58,street_side,18
La Penini Cafe,-37.9905,145.1116,cafe,STANDALONE,157,surface,0
La Porchetta,-37.9832,145.0647,restaurant,STRIP,85,surface,6
Lahori Delicious Food,-37.9672,145.1759,restaurant,STANDALONE_PARKING,32,street_side,1
Lakeside Chickens,-38.0677,145.143,butcher,MALL,64,surface,6
Lakeview Charcoal Chicken,-38.0674,145.1439,fast_food,MALL,39,surface,11
Lakeview Fish and Chips,-38.0673,145.144,fast_food,MALL,45,surface,10
Lakeview Meats,-38.0679,145.1428,butcher,MALL,83,surface,6
Lakhsmi Vilas,-37.9898,145.2157,restaurant,STANDALONE_PARKING,46,surface,1
Lalumba Restaurant & Cafe,-37.9852,145.212,restaurant,STRIP,32,surface,10
Lan Sen,-37.9488,145.1511,restaurant,STRIP,21,surface,24
Laura St Seafood,-38.0198,145.0992,fast_food,STANDALONE_PARKING,30,street_side,2
Laura Street Milk Bar,-38.0197,145.0992,convenience,STANDALONE_PARKING,41,street_side,2
Le Hoang Vietnamese Restaurant,-38.0273,145.1016,restaurant,STANDALONE_PARKING,72,surface,1
Le Roi Cafe,-37.9823,145.0648,cafe,STRIP,76,surface,11
Lee BBQ House,-37.9658,145.1746,restaurant,MALL,45,surface,13
Liberty,-37.9696,145.0874,convenience,STANDALONE_PARKING,75,surface,1
Lien Hung Chinese Grocery,-37.9502,145.1508,greengrocer,MALL,39,surface,16
Linda’s Bakehouse,-38.0367,145.1072,bakery,STRIP,60,surface,6
Lion Bakehouse & Food,-37.9843,145.2142,bakery,STANDALONE_PARKING,71,surface,4
Liquorland,-37.9453,145.022,alcohol,STANDALONE_PARKING,37,surface,1
Liquorland,-37.9828,145.2134,alcohol,STANDALONE_PARKING,53,surface,1
Liquorland,-38.0685,145.1445,alcohol,MALL,44,surface,3
Little Lanka,-37.9682,145.1758,restaurant,STANDALONE_PARKING,22,street_side,4
Little Malay,-37.9469,145.1535,restaurant,STANDALONE_PARKING,62,surface,2
Lolly Jar Cafe,-37.9829,145.0643,cafe,STRIP,81,surface,6
Long Beach Bakery,-38.0531,145.1159,bakery,STANDALONE_PARKING,54,surface,5
Longbeach Hotel,-38.051,145.115,pub,STANDALONE_PARKING,37,surface,4
Longbeach RSL,-38.0506,145.1167,pub,STANDALONE_PARKING,32,surface,0
Lorenzo's Cafe & Pizzeria,-38.027,145.1025,fast_food,STRIP,13,surface,6
Lot 88 on the Park,-38.0064,145.2004,cafe,STANDALONE,495,surface,0
Lunch Hour Cafe,-37.9386,145.1229,cafe,STANDALONE,98,surface,0
Lunch Matters,-37.9843,145.1112,cafe,STANDALONE,107,surface,0
Lydford & Co,-37.9813,145.07,bar,STANDALONE,114,surface,2
Lúa,-37.9521,145.1511,restaurant,STRIP,35,surface,12
M&J Sieu Ky,-37.9506,145.1516,convenience,STRIP,16,surface,30
M&M Bakery,-37.9489,145.0428,bakery,STRIP,10,street_side,10
MJ Butcher Fruit Veg,-37.9868,145.2148,supermarket,MALL,40,multi-storey,3
MJ's Hideaway,-38.0527,145.1152,cafe,STANDALONE_PARKING,79,surface,1
MKS Spices n Things,-37.9893,145.2152,supermarket,STANDALONE_PARKING,53,surface,2
MR. KIKO,-38.0294,145.1313,fast_food,STANDALONE_PARKING,17,surface,3
MS Coffee Shop,-37.9657,145.1744,cafe,MALL,59,surface,11
MS Grocery,-37.9499,145.1525,convenience,STANDALONE_PARKING,27,surface,5
MacKay Fish n Chips,-37.9717,145.1489,fast_food,MALL,33,surface,9
Mad Shak's Cafe,-38.0386,145.1923,cafe,STANDALONE,224,surface,0
Madinah Kebab House,-37.9518,145.1521,restaurant,STRIP,55,street_side,13
Magic Pizza and Pasta,-37.9563,145.0577,restaurant,STANDALONE,221,street_side,3
Magic Wok,-37.972,145.088,restaurant,MALL,52,surface,1
Main Street Cafe,-38.0067,145.0869,cafe,STANDALONE_PARKING,46,street_side,2
Maiwand Bakery,-37.9863,145.2129,bakery,STRIP,24,surface,10
Maiwand Supermarket,-37.9864,145.2127,supermarket,STRIP,23,surface,11
Malcolm Rd Take Away,-38.0006,145.11,fast_food,STANDALONE,252,surface,0
Mania Dinners,-38.0676,145.1437,fast_food,MALL,28,surface,11
Manilena Filipino & Asian Grocery,-37.9903,145.1829,convenience,STANDALONE,315,surface,4
Marbled Meats,-37.9361,145.0612,butcher,STRIP,12,street_side,8
Marina Shisha Lounge & Cafe,-37.988,145.2131,cafe,STANDALONE_PARKING,45,surface,5
Mark Anthony Cafe,-38.0326,145.1951,cafe,STANDALONE,447,surface,0
Marketto,-37.9844,145.2148,cafe,STANDALONE_PARKING,79,surface,4
Marpha Indian,-37.9835,145.0647,restaurant,STRIP,77,surface,7
Mary's Courtyard Cafe,-37.9853,145.2121,cafe,STRIP,38,surface,10
Mauritian Food,-37.9827,145.203,restaurant,STANDALONE_PARKING,70,surface,4
McDonald's,-37.9619,145.1512,fast_food,STANDALONE_PARKING,16,surface,0
McDonald's,-37.9606,145.0548,fast_food,STANDALONE_PARKING,21,street_side,0
McDonald's,-37.987,145.2186,fast_food,MALL,82,multi-storey,3
McDonald's,-37.9579,145.0529,fast_food,MALL,83,surface,13
McDonald's,-37.9592,145.0544,fast_food,MALL,86,multi-storey,4
McDonald's,-37.9729,145.1124,fast_food,STANDALONE_PARKING,24,surface,0
McDonald's,-37.9517,145.0779,fast_food,STANDALONE_PARKING,14,surface,1
McDonald's,-37.9904,145.1993,fast_food,STANDALONE_PARKING,30,surface,0
McDonald's,-38.0126,145.1617,fast_food,STANDALONE,123,surface,1
McDonald's,-38.0289,145.1307,fast_food,STANDALONE_PARKING,21,surface,1
McDonald's,-37.9948,145.1747,fast_food,STANDALONE_PARKING,19,surface,2
Mckenzie Smith,-37.9666,145.0556,butcher,STRIP,71,street_side,15
Mediterranean Pantry,-37.9836,145.0647,deli,STRIP,78,surface,6
Meet ‘N Eat Kebabs,-37.9702,145.0926,fast_food,MALL,72,surface,2
Mehfil Indian,-37.9811,145.1657,restaurant,STANDALONE_PARKING,18,surface,3
Mekong Groceries,-37.9718,145.1496,supermarket,MALL,46,surface,11
Melbourne Continental Small Goods,-37.9683,145.1758,convenience,STANDALONE_PARKING,25,surface,3
Mentone Bakery,-37.9838,145.0647,bakery,STRIP,83,surface,6
Mentone Cellar,-37.9834,145.0852,alcohol,STANDALONE_PARKING,21,street_side,3
Mentone Mart - All American Products,-37.9834,145.0854,convenience,STANDALONE_PARKING,27,street_side,3
Mentone Pizza & Pasta,-37.9834,145.0855,fast_food,STANDALONE_PARKING,24,street_side,3
Mentone RSL,-37.9897,145.0665,restaurant,STANDALONE_PARKING,17,surface,0
Mentone South East Cafe,-37.9825,145.064,cafe,STANDALONE,99,surface,2
Merkator Royal,-37.9681,145.1762,cafe,STANDALONE_PARKING,25,street_side,5
Mila Cafe,-38.0173,145.1947,fast_food,STANDALONE,525,surface,0
Milan Teahouse,-37.9507,145.1515,cafe,STRIP,18,surface,28
Milk Bar,-38.0336,145.1138,convenience,STANDALONE,514,surface,0
Milk Bar,-37.9832,145.1314,convenience,STANDALONE_PARKING,10,street_side,2
Milk Bar,-37.9821,145.1862,convenience,STANDALONE,413,surface,0
Milk Bar,-37.9764,145.21,convenience,STANDALONE,142,surface,0
Milk Bar,-37.9585,145.1646,convenience,STANDALONE,162,surface,0
Milk Bar,-37.9662,145.1765,convenience,STANDALONE_PARKING,73,surface,4
Milk Bar,-37.9832,145.2074,convenience,STANDALONE,154,surface,0
Milk Boy,-37.9667,145.0551,cafe,STRIP,45,street_side,14
Milkbar,-37.9904,145.1829,convenience,STANDALONE,307,surface,4
Milkbar,-37.9736,145.1862,convenience,STANDALONE_PARKING,63,street_side,2
Milkbar,-38.0935,145.1319,convenience,STANDALONE_PARKING,14,surface,0
Mingi Cafe,-37.9671,145.1745,cafe,STANDALONE_PARKING,31,surface,4
Minh Ky,-37.95,145.1512,restaurant,STRIP,10,surface,18
Minh Thái,-37.9493,145.1512,convenience,STRIP,33,surface,28
Minh Đức,-37.9508,145.1515,bakery,STRIP,21,surface,28
Minh-Ky,-37.9719,145.1492,restaurant,MALL,36,surface,14
Miss Viet,-37.9665,145.0556,cafe,STRIP,67,street_side,15
Mona's,-37.984,145.1336,bakery,STANDALONE_PARKING,29,surface,2
Monica's Cakes,-37.9645,145.1605,bakery,STANDALONE_PARKING,19,surface,1
Moon Điểm Hẹn,-37.9503,145.1521,restaurant,STRIP,39,multi-storey,15
Morris Meats,-37.9834,145.0647,butcher,STRIP,78,surface,7
Mr Baker,-37.9656,145.1733,bakery,STANDALONE_PARKING,28,surface,3
Mr Sandwich On The Go,-38.0756,145.1221,fast_food,STANDALONE_PARKING,48,surface,3
Mr Smoke Stack,-38.0758,145.1222,restaurant,STANDALONE_PARKING,56,surface,3
Mrs. Fields,-37.9713,145.0889,cafe,MALL,67,surface,0
Muffin Break,-37.9702,145.089,cafe,MALL,25,surface,3
Muffin Break,-37.9581,145.0534,cafe,MALL,49,surface,16
Munch Brunch,-37.9874,145.2156,cafe,STANDALONE_PARKING,59,multi-storey,1
Munchies Takeaway,-38.0301,145.2028,cafe,STANDALONE,532,surface,0
Mur Heng,-37.9489,145.1513,butcher,STRIP,23,surface,24
Muzz Buzz,-37.9698,145.0879,cafe,STANDALONE,83,surface,1
My Cambodia,-37.949,145.1513,restaurant,STRIP,15,surface,27
My Tam Grocery,-37.962,145.1427,supermarket,STRIP,54,surface,9
NQR,-38.0534,145.116,supermarket,STRIP,52,surface,10
Nachos Mexican Cantina,-38.027,145.1014,restaurant,STANDALONE_PARKING,59,surface,1
Nam Hiep,-37.952,145.1513,butcher,STRIP,17,street_side,17
Nam Sơn,-37.9506,145.1422,restaurant,STANDALONE_PARKING,9,surface,1
Nan Yang Supermarket,-37.9505,145.153,supermarket,STANDALONE_PARKING,37,surface,3
Nanak Bakery,-37.9826,145.2027,bakery,STANDALONE_PARKING,67,surface,4
Nando's,-37.9647,145.1727,restaurant,STANDALONE_PARKING,15,surface,1
Nando's,-37.9933,145.1729,restaurant,MALL,80,surface,6
Navin Takeaway,-37.9874,145.2153,restaurant,STANDALONE_PARKING,49,multi-storey,2
Negin Asia Halal Bakery,-37.9854,145.2121,bakery,STRIP,39,surface,10
New Eastland Pty Ltd,-37.997,145.1847,supermarket,STANDALONE,638,surface,0
Noble Park Charcoal Chicken,-37.9663,145.1752,restaurant,STRIP,12,surface,14
Noble Park Kebab House,-37.9663,145.1751,fast_food,STRIP,4,surface,14
Noble Park RSL,-37.9657,145.1761,restaurant,STANDALONE_PARKING,8,surface,3
Noble Park RSL,-37.9657,145.1762,pub,STANDALONE_PARKING,17,surface,3
Noble Pizza,-37.9664,145.1753,fast_food,STRIP,17,surface,12
Noble Plaza Meats,-37.9656,145.1743,butcher,MALL,45,surface,10
Noi Lucky,-37.9486,145.1507,restaurant,STRIP,13,surface,15
Noodle Yum Yum,-37.9812,145.0636,restaurant,STRIP,90,surface,6
Noti's Souvlaki Bar,-37.9551,145.0295,restaurant,STANDALONE,171,surface,0
Nu Hotel,-37.9863,145.2131,pub,STRIP,28,surface,6
Oakdale Meat Co,-38.0018,145.2133,butcher,STANDALONE,149,surface,0
Oceania Pizza & Pasta,-38.0505,145.1148,fast_food,STANDALONE_PARKING,53,surface,1
Old Hadie's The Bakery,-37.9865,145.2146,bakery,MALL,74,multi-storey,2
Omed Fresh. Noble Park Fruit Mart,-37.9658,145.1735,greengrocer,STANDALONE_PARKING,23,surface,3
Omega 3 Seafood,-38.0539,145.1163,fast_food,STRIP,96,surface,10
Omega 3 Seafood,-38.0543,145.1165,fast_food,STRIP,74,surface,11
One Stop Minimart,-37.949,145.1535,supermarket,STANDALONE_PARKING,14,street_side,3
Onx Cafe,-38.0008,145.1075,cafe,STANDALONE,117,surface,0
Onyx,-37.9616,145.0381,cafe,STANDALONE,194,street_side,0
Osaka Sushi,-37.9888,145.2121,restaurant,STANDALONE_PARKING,39,surface,0
Out 4 Thai,-37.9672,145.0555,restaurant,STRIP,17,surface,12
Padre Pizzeria,-37.9837,145.1338,restaurant,STANDALONE_PARKING,8,surface,2
Pakwan,-37.989,145.2141,restaurant,STANDALONE_PARKING,39,surface,2
Papa John's Pizza and Pasta,-38.0686,145.1441,fast_food,MALL,56,surface,2
Papaya Pog Pog,-37.9496,145.1507,restaurant,STRIP,21,surface,14
Pappa Roti's,-37.9503,145.1515,cafe,STRIP,19,surface,31
Parkdale Beach Kiosk,-38.0,145.0755,cafe,STANDALONE_PARKING,43,street_side,0
Parkdale Cellars 3185,-37.9941,145.077,alcohol,STANDALONE_PARKING,21,surface,0
Parkmore Pizza,-37.9807,145.1664,fast_food,STANDALONE_PARKING,43,surface,3
Patch's Thai Grocery,-37.9485,145.1514,convenience,STRIP,44,surface,12
Patterson Lakes Hot Bread and Coffee,-38.0677,145.1429,bakery,MALL,70,surface,6
Pattysmiths,-37.9702,145.0927,fast_food,MALL,78,surface,2
Pauls Milk Bar,-37.9357,145.0613,cafe,STRIP,8,street_side,9
Peaberrys,-37.9663,145.0554,cafe,STRIP,47,street_side,16
Peckish Cafe,-37.9672,145.0563,cafe,STANDALONE_PARKING,17,street_side,4
Peddler Tuck Shop,-37.9661,145.1748,cafe,STRIP,34,surface,19
Penta Fresh Kebab and Souvlaki,-38.0674,145.1439,fast_food,MALL,39,surface,11
Peppercorn Cafe,-38.0071,145.0863,cafe,STANDALONE_PARKING,44,surface,5
Persian Cafe Restaurant,-37.9664,145.1748,cafe,STRIP,24,surface,16
Persian Darbar Cafe,-37.9852,145.212,cafe,STRIP,32,surface,10
Petaling Jaya,-37.9955,145.2328,restaurant,STANDALONE_PARKING,22,surface,0
Pete's Seafood,-37.9621,145.1428,fast_food,STRIP,49,surface,8
Phka Chom Pa,-37.9489,145.1513,restaurant,STRIP,23,surface,24
Pho Kim,-37.9789,145.0533,restaurant,STANDALONE_PARKING,21,surface,3
Phu Khanh,-37.9504,145.1511,cafe,MALL,17,surface,30
Phú Linh Chinese Noodle House,-37.9509,145.1507,restaurant,MALL,23,surface,8
Phước Đạt Butcher,-37.9521,145.1514,butcher,STRIP,20,street_side,16
Phở & Curry Châu Đốc,-37.9516,145.1521,restaurant,STRIP,65,street_side,10
Phở Chú Lễ,-37.9515,145.1512,restaurant,MALL,54,street_side,15
Phở Dakao Hoàng,-37.9493,145.1507,restaurant,MALL,36,rooftop,19
Phở Gia Hội,-37.952,145.1517,fast_food,STRIP,20,street_side,20
Phở Hoàng,-37.9492,145.1512,restaurant,STRIP,26,surface,26
Phở Hùng,-37.9514,145.1512,restaurant,MALL,64,street_side,15
Phở Hùng Vương Saigon,-37.9494,145.151,restaurant,STRIP,51,surface,22
Phở No. 1,-37.9492,145.1517,restaurant,STRIP,22,surface,20
Phở Vân,-38.0542,145.1165,restaurant,STRIP,84,surface,11
Pie Face,-37.9916,145.1983,cafe,STANDALONE,128,surface,1
Pie Face,-37.9826,145.0752,cafe,STANDALONE_PARKING,30,surface,1
Pita Lounge,-37.9737,145.1864,cafe,STANDALONE_PARKING,45,street_side,3
Pitta Pan's Kebab,-37.9544,145.1521,fast_food,STANDALONE_PARKING,70,surface,3
Pizza D'lite,-37.9655,145.1742,restaurant,MALL,33,surface,8
Pizza Day,-37.9644,145.1605,fast_food,STANDALONE_PARKING,21,surface,1
Pizza Hut,-37.9932,145.1731,restaurant,MALL,72,surface,7
Pizza Hut,-37.9892,145.2165,restaurant,STANDALONE_PARKING,60,surface,2
Pizza Kings,-38.0295,145.1314,fast_food,STANDALONE_PARKING,15,surface,3
Pizza Time,-37.9667,145.1865,fast_food,STANDALONE,354,surface,4
Port Phillip Pizza,-38.0677,145.1438,fast_food,MALL,17,surface,11
Preeti Creations Coffee,-37.9879,145.2125,cafe,STRIP,65,surface,6
Pretzel World,-37.9585,145.0553,cafe,MALL,67,multi-storey,7
Pride Of Punjab,-37.9621,145.1432,supermarket,STRIP,22,surface,9
Punjab Street,-37.9542,145.1513,restaurant,STANDALONE_PARKING,19,surface,5
Punjabi Thali,-37.9516,145.1527,restaurant,STANDALONE_PARKING,32,surface,3
Quality Spices,-37.9675,145.1745,restaurant,STANDALONE_PARKING,39,surface,3
Quay BBQ,-37.9497,145.1516,butcher,STRIP,19,surface,14
Rainbow Coffee,-37.9505,145.1508,cafe,MALL,35,surface,17
Ran Keo Asian Grocery,-37.9491,145.1512,convenience,STRIP,22,surface,27
Rayan Roastery,-37.9671,145.1746,convenience,STANDALONE_PARKING,23,surface,4
Red Peppers,-37.9658,145.1739,restaurant,STRIP,27,surface,10
Red Pillar Cafe,-38.0082,145.1074,cafe,STANDALONE,656,surface,0
Red Rooster,-37.9869,145.2188,fast_food,MALL,85,multi-storey,3
Red Rooster,-37.9791,145.1473,fast_food,STANDALONE_PARKING,16,surface,0
Reddy Express,-38.0098,145.1403,convenience,STANDALONE_PARKING,57,surface,0
Reddy Express,-37.9513,145.0781,convenience,STANDALONE_PARKING,33,surface,2
Reddy Express,-38.0123,145.1985,convenience,STANDALONE,97,surface,1
Reddy Express,-37.9961,145.1057,convenience,STANDALONE,182,surface,0
Reddy Express,-37.9681,145.0746,convenience,STANDALONE,83,surface,0
Reddy Express,-37.9736,145.1123,convenience,STANDALONE_PARKING,74,surface,0
Reddy Express,-37.9908,145.2085,convenience,STANDALONE,140,surface,0
Reddy Express,-37.9813,145.0711,convenience,STANDALONE,92,surface,0
Reddy Roasts,-37.9669,145.0557,restaurant,STRIP,45,street_side,16
Rediculously Delicious Kitchen House,-37.9506,145.1515,fast_food,STRIP,21,surface,30
Restaurant 323,-37.9508,145.1528,restaurant,STRIP,53,surface,6
Riceberry Thai Restaurant,-38.038,145.1079,restaurant,STANDALONE,217,surface,0
Ritchies IGA,-38.0219,145.1181,supermarket,MALL,46,surface,8
Rockyz Minimart,-37.9844,145.2143,supermarket,STANDALONE_PARKING,78,surface,4
Royal Bakers,-37.9668,145.1868,bakery,STANDALONE,326,surface,3
Royal East Chinese Restaurant,-37.991,145.1503,fast_food,STANDALONE_PARKING,40,surface,0
Royal Golden Reception,-37.9876,145.2138,restaurant,STANDALONE_PARKING,29,surface,0
Royal Oak Hotel,-37.9728,145.0641,pub,STANDALONE_PARKING,54,surface,0
SML Asian Grocery Shop,-37.9467,145.1536,convenience,STANDALONE,84,surface,2
Sabb Der Thai and Esan Food,-37.9484,145.1505,restaurant,STRIP,38,surface,6
Sadaqat,-37.9863,145.2123,supermarket,STRIP,33,surface,10
Sadaqat Halal Butcher,-37.9864,145.2123,butcher,STRIP,25,surface,11
Safari African Restaurant,-37.9665,145.1769,restaurant,STANDALONE,82,surface,3
Sahar Takeaway,-37.9866,145.2128,fast_food,STRIP,14,surface,12
Saigon Bakery,-37.949,145.1536,bakery,STANDALONE_PARKING,12,street_side,3
Saigon Fresh,-37.9511,145.1514,convenience,MALL,45,surface,22
Saigon Rex,-37.9492,145.1508,restaurant,MALL,29,rooftop,24
